Karl Malone,John Stockton,Scottie Pippen,Patrick Ewing,Charles Barkley,Chris Mullin,Michael Jordan,Clyde Drexler,David Robinson,Magic Johnson,Larry Bird,Christian Laettner
19 temporadas ,19 temporadas ,17 temporadas ,17 temporadas ,16 temporadas ,16 temporadas ,15 temporadas ,15 temporadas ,14 temporadas ,13 temporadas ,13 temporadas ,13 temporadas
